Rating,Date,Titles,Review,Company
1,31/03/2023,What a rip of company,"What a rip off company.  I have singed up with Alstom and when I received refferal to specialist they told me to fill in the form with GP.   GP told me that they will charge me £50 for filling the form that ABC HealthCare requested.  I wasn't aware about any extra charges when I signed up. I Won't continue with ABC HealthCare as I wasted over £250 per year and I have never used them.  Also BE CAREFUL as they will only treat something that wasn't treated before. If you have a record of some iless from your GP they won't help you with that illness.  Here is a message I recieved.  Hello, it's ABC HealthCare. As discussed, so that we can assess eligibility for the treatment requested, please find below the link to the form required to be completed by your GP. (Link for the form). You will need to complete sections A to E. Your healthcare practitioner needs to complete section F. Once fully completed by you and your GP, please return the form to us by email or post as detailed on the form. ABC HealthCare does not contribute to any charges your GP may request for the completion of this form. Once completed and returned we will contact you via SMS to confirm receipt. If anything changes or you need something else, please get in touch via ...(website) or on 0800 169 0045, we're here Monday to Friday from 8am to 8pm and Saturdays 8am to 4pm. Thank you.",ABC HealthCare
5,24/04/2023,When I could not get a procedure code…,"When I could not get a procedure code from the hospital due to them not answering my call, I rang ABC HealthCare to see if they could help. Right away the receptionist called the secretary of my consultant and while I was on the phone she managed to acquire the number.",ABC HealthCare
3,08/05/2023,When I first phoned whilst waiting for…,When I first phoned whilst waiting for my results the lady I spoke to was quite sharp and abrupt. Was told wouldn’t be able to claim anything. Said I would have to start diagnostic tests again if I wanted to be treated by ABC HealthCare. Carried on with NHS treatment as very quick. Got breast cancer diagnosis and my experience with ABC HealthCare was totally different. Sympathetic friendly staff couldn’t help enough. Emailed forms as post too slow as needed them in 3 days to take to hospital when I had surgery. Claims paid out within a week.  Cannot fault the after diagnosis side of things.,ABC HealthCare
5,01/05/2022,"ACL Reconstruction for my son, Kai Warren","When contacting ABC HealthCare, operative was both helpful and patient, as well as explaining the whole process very clearly. All steps went more or less according to this original schedule.",ABC HealthCare
1,09/05/2023,"Invoice renew for 2022/2023, for 2023/2024Is huge ( incorrect)…","When renew some staff are uncooperative  And in efficient in giving the correct quote  I’m in 2021/2022 my bill was £9000 and on 2022/2023 there was a huge increase in the quote to £15000 pounds which I did not have any treatment and at that time the employ was any helpful and still I believe there is a mistake . But I paid it, for this renew year 2023/2024 It goes up to £20000 , and I did abou investigation test and no treatment. Or major . So I’m contacting you , this time spoke with a nice helpful staff , Marta , which she listened and said there might be a mistake  And she will look further into it. So please I need help and correct quote. Kind Regards, Ban Amin",ABC HealthCare
5,09/05/2023,ABC HealthCare has really made an effort to be customer friendly,When you need medical help its great to work with a compaany who whilst being careful they also treat you as a valued friend. They rapidly identify you and are then aware of your history and can pick up information from a previous call or request.Then with seemingly no problem they give you the approvals you need and confirm them in writing. What has been especially good is they give approvals for repeated medical visits for upto a year.,ABC HealthCare
5,19/07/2023,Peace of Mind,"When you turn 70yrs old, life throws a lot of problems your way! Having ABC HealthCare Health I insurance  provides  peace of mind !!  You know when you make the call to ABC HealthCare, you are assured you will get a very genuine caring representative who will do their upmost get you in the right path of care very QUICKLY!!   Thank God for ABC HealthCare!",ABC HealthCare
1,25/04/2023,Referred to incorrect professional,"Whilst the service was quick, it was not helpful. I spoke to ABC HealthCare recommended physician who thought I had a herniated disc causing the back and leg pain. I was then referred to a doctor, but the only options ABC HealthCare gave me were foot and knee specialists, no back. I took this appointment assuming it was correct, but was told by the doctor that they couldn't do much, ABC HealthCare had made a mistake and I would need to see the correct specialist. Whilst I appreciate the speed that ABC HealthCare organised this in, it is not helpful if I am not provided with the care I require.",ABC HealthCare
4,21/05/2023,Why do I have to ring each year to get…,Why do I have to ring each year to get the best price?  Otherwise excellent service,ABC HealthCare
5,04/06/2023,100% recommend,Within 2 days after speaking to ABC HealthCare I had Physio appointments booked in and my treatment has been fantastic. I had been trying to book appointments at my local doctors for nearly 2 years but always told I can only make appointments on the day by phone. Always in a queue on the phone and always hundred plus people in front of me in the queue. ABC HealthCare was like winning the lotto.,ABC HealthCare
5,28/06/2023,Without this sounding like the Craig…,Without this sounding like the Craig David song ;0)  I got in touch with my ABC HealthCare rep on the Monday Saw the consultant on the Thursday Operation done following Thursday  Absolutely outstanding service and strongly recommend.  Ryan,ABC HealthCare
1,08/06/2023,Worst customer service ever… they are a…,Worst customer service ever… they are a bunch of con artist trying to not pay. You are causing so much stress!!!!!!!!  12/06  Still waiting…..   Still waiting 16/6  Gotta wait circa 21 days to get my money back. Pretty sure there will be more problems.   Finally spoke to someone helpful called Alex. Circa 1 in 8 helpful staff.   Either way still think ABC HealthCare is a disgrace.   Pretty sure I’ll be back on the phone for an hour a day in 3 weeks trying to get my money back……..,ABC HealthCare
